ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
5989450,2017,26180,2094.4,0,0,0,0,0,0
5989452,2017,0,0,0,0,131700,7902,0,0
5989453,2017,0,0,14214,568.56,0,0,0,0
5989454,2017,0,0,0,0,0,0,275,16.5
5989456,2017,9324,745.92,0,0,0,0,0,0
5989457,2017,0,0,5685.68,227.4272,0,0,0,0
5989458,2017,9828,786.24,0,0,0,0,0,0
5989459,2017,0,0,0,0,0,0,228,13.68
5989460,2017,0,0,81515.52,3260.6208,0,0,0,0
5989461,2017,0,0,0,0,0,0,1719,103.14
5989462,2017,0,0,0,0,25344,1520.64,0,0
5989463,2017,3609,288.72,0,0,0,0,0,0
5989464,2017,0,0,21415.68,856.6272,0,0,0,0
5989465,2017,1836,146.88,0,0,0,0,0,0
5989467,2017,0,0,130713.6,5228.544,0,0,0,0
5989469,2017,0,0,7587,303.48,0,0,0,0
5989470,2017,26740,2139.2,0,0,0,0,0,0
5989473,2017,30360,2428.8,0,0,0,0,0,0
5989474,2017,0,0,67149.6,2685.984,0,0,0,0
5989475,2017,0,0,0,0,0,0,5628,337.68
5989476,2017,0,0,430.92,17.2368,0,0,0,0
5989477,2017,1728,138.24,0,0,0,0,0,0
5989478,2017,0,0,10286.08,411.4432,0,0,0,0
5989479,2017,0,0,0,0,0,0,19462.5,1167.75
5989480,2017,0,0,11095.2,443.808,0,0,0,0
5989481,2017,1752,140.16,0,0,0,0,0,0
5989482,2017,0,0,349.44,13.9776,0,0,0,0
5989483,2017,0,0,0,0,809685,48581.1,0,0
5989485,2017,0,0,0,0,165264,9915.84,0,0
5989486,2017,42225,3378,0,0,0,0,0,0
5989487,2017,0,0,0,0,0,0,4512,270.72
5989488,2017,0,0,19241.04,769.6416,0,0,0,0
5989489,2017,0,0,198144,7925.76,0,0,0,0
5989490,2017,0,0,0,0,56832,3409.92,0,0
5989492,2017,0,0,0,0,311850,18711,0,0
5989493,2017,0,0,2534.4,101.376,0,0,0,0
5989494,2017,0,0,32340,1293.6,0,0,0,0
5989495,2017,0,0,825.66,33.0264,0,0,0,0
5989496,2017,0,0,0,0,6609.6,396.576,0,0
5989498,2017,0,0,265.92,10.6368,0,0,0,0
5989499,2017,0,0,0,0,0,0,464.4,27.864
5989500,2017,0,0,6426,257.04,0,0,0,0
5989501,2017,0,0,0,0,0,0,4212,252.72
5989502,2017,0,0,0,0,29548.8,1772.928,0,0
5989503,2017,0,0,0,0,0,0,1991,119.46
5989505,2017,0,0,NA,70.0416,0,0,0,0
5989506,2017,0,0,0,0,13525.2,811.512,0,0
5989507,2017,0,0,0,0,21972.6,1318.356,0,0
5989510,2017,0,0,37860.48,1514.4192,0,0,0,0
5989511,2017,0,0,0,0,422280,25336.8,0,0
5989514,2017,0,0,0,0,0,0,3075.2,184.512
5989516,2017,0,0,913.92,36.5568,0,0,0,0
5989517,2017,1122,89.76,0,0,0,0,0,0
5989518,2017,0,0,0,0,100828.8,6049.728,0,0
5989520,2017,0,0,0,0,120931.2,7255.872,0,0
5989521,2017,0,0,1127,45.08,0,0,0,0
5989522,2017,0,0,19602,784.08,0,0,NA,0
5989523,2017,0,0,0,0,83808,5028.48,0,0
5989524,2017,0,0,13455,538.2,0,0,0,0
5989525,2017,6487,518.96,0,0,0,0,0,0
5989527,2017,0,0,0,0,21294,1277.64,0,0
5989528,2017,0,0,0,0,0,0,15282,916.92
5989529,2017,0,0,0,0,17052,1023.12,0,0
5989530,2017,0,NA,0,0,36192,2171.52,0,0
5989531,2017,41040,3283.2,0,0,0,0,0,0
5989534,2017,0,0,0,0,0,0,5406.5,324.39
5989535,2017,0,0,7948.8,317.952,0,0,0,0
5989536,2017,6265,501.2,0,0,0,0,0,0
5989538,2017,0,0,35404.8,1416.192,0,0,0,0
5989539,2017,0,0,498.6,19.944,0,0,0,0
5989540,2017,0,0,0,0,0,0,3520,211.2
5989541,2017,0,0,180,7.2,0,0,0,0
5989542,2017,25980,2078.4,0,0,0,0,0,0
5989543,2017,0,0,0,0,0,0,3007.5,180.45
5989544,2017,0,0,0,0,199530,11971.8,0,0
5989545,2017,0,0,0,0,0,0,4802.4,288.144
5989546,2017,0,0,0,0,0,0,7776,466.56
5989547,2017,0,0,1260,50.4,0,0,0,0
5989549,2017,0,0,0,0,0,0,2590,155.4
5989550,2017,0,0,0,0,0,0,6965,NA
5989551,2017,0,0,13101.84,524.0736,0,0,0,0
5989552,2017,35616,2849.28,0,0,0,0,0,0
5989554,NA,0,0,0,0,0,0,15776,946.56
5989555,2017,0,0,0,0,0,0,932.4,55.944
5989557,2017,0,0,0,0,0,0,3874.5,232.47
5989559,2017,0,0,0,0,31201.2,1872.072,0,0
5989560,2017,21333,1706.64,0,0,0,0,0,0
5989563,2017,0,0,0,0,42184.8,2531.088,0,0
5989565,2017,0,0,0,0,0,0,5031,301.86
5989566,2017,0,0,17840.8,713.632,0,0,0,0
5989567,2017,15300,1224,0,0,0,0,0,0
5989568,2017,0,0,2403.12,96.1248,0,0,0,0
5989569,2017,0,0,47678.4,1907.136,0,0,0,0
5989570,2017,0,0,NA,6432.256,0,0,0,0
5989571,2017,0,NA,0,0,0,0,5208,312.48
5989572,2017,0,0,0,0,0,0,264,15.84
5989574,2017,0,0,0,0,0,0,226.1,13.566
5989575,2017,0,0,21922.56,876.9024,0,0,0,0
5989576,2017,10416,833.28,0,0,0,0,0,0
5989577,2017,0,0,0,0,86671.2,5200.272,0,0
5989578,2017,29560,2364.8,0,0,0,0,0,0
5989579,2017,0,0,0,0,105000,6300,0,0
5989580,2017,0,0,1981.8,79.272,0,0,0,0
5989581,2017,25950,2076,0,0,0,0,0,NA
5989582,2017,0,0,0,0,0,0,15648,938.88
5989583,2017,0,0,0,0,0,0,6177.6,370.656
5989584,2017,0,0,0,0,145728,8743.68,0,0
5989586,2017,0,0,0,0,0,0,3168,190.08
5989587,2017,0,0,0,0,10389.6,623.376,0,0
5989588,2017,0,0,0,0,0,0,2178,130.68
5989589,2017,0,NA,4232,169.28,0,0,0,0
5989590,2017,0,0,0,0,70389,4223.34,0,0
5989592,2017,0,0,0,0,0,0,3692.4,221.544
5989593,2017,0,0,0,0,0,0,NA,293.76
5989594,2017,0,0,0,0,0,0,7212,432.72
5989595,2017,0,0,0,0,0,0,4485.6,269.136
5989596,2017,12348,987.84,0,0,0,0,0,0
5989600,2017,0,0,0,0,111502.8,6690.168,0,0
5989601,2017,15552,1244.16,0,0,0,0,0,0
5989602,2017,0,0,0,0,0,0,3744,224.64
5989603,2017,4584,366.72,0,0,0,0,0,0
5989604,2017,0,0,0,0,0,0,3181.5,190.89
5989605,2017,25450,2036,0,0,0,0,0,0
5989606,2017,0,0,0,0,35640,2138.4,0,0
5989607,2017,0,0,9296,NA,0,0,0,0
5989608,2017,0,0,0,0,133516.8,8011.008,0,0
5989609,2017,13200,1056,0,0,0,0,0,0
5989610,2017,0,0,4766.72,190.6688,0,0,0,0
5989611,2017,0,0,0,NA,55188,3311.28,0,0
5989612,2017,NA,87.04,0,0,0,0,0,0
5989613,2017,8480,678.4,0,0,0,0,0,0
5989615,2017,0,0,0,0,131695.2,7901.712,0,0
5989616,2017,0,0,17049.6,681.984,0,0,0,0
5989617,2017,0,0,16506,660.24,0,0,0,0
5989618,2017,0,0,0,0,NA,0,15873,952.38
5989619,2017,2560,204.8,0,0,0,0,0,0
5989620,2017,54264,4341.12,0,0,0,0,0,0
5989622,2017,825,66,0,0,0,0,0,0
5989624,2017,0,0,0,0,0,0,21964,1317.84
5989625,2017,0,0,0,0,4719.6,283.176,0,0
5989626,2017,1908,152.64,0,0,0,0,0,0
5989627,2017,0,0,2995.84,119.8336,0,0,0,0
5989628,2017,5120,409.6,0,0,0,0,0,0
5989629,2017,0,0,0,0,32148.9,1928.934,0,0
5989630,2017,0,0,0,0,43532.1,2611.926,0,0
5989631,2017,0,0,39294,1571.76,0,0,0,0
5989632,2017,0,0,0,0,0,0,346.5,20.79
5989633,2017,0,0,0,0,0,0,837,50.22
5989634,2017,0,0,0,0,54312,3258.72,0,0
5989635,2017,7021,561.68,0,0,0,0,0,0
5989636,2017,0,0,0,0,0,0,42,2.52
5989637,2017,0,0,0,0,94464,5667.84,0,0
5989638,2017,0,0,0,0,376761.6,22605.696,0,0
5989640,2017,621,49.68,0,0,0,0,0,0
5989641,2017,36000,2880,0,0,0,0,0,0
5989642,2017,0,0,0,0,0,0,222.4,13.344
5989643,2017,0,0,0,0,1003.5,60.21,0,0
5989644,2017,0,0,0,0,26233.2,1573.992,0,0
5989646,2017,11349,907.92,0,0,0,0,0,0
5989647,2017,0,0,0,0,97020,5821.2,0,0
5989648,2017,0,0,0,0,228614.4,13716.864,0,0
5989649,2017,0,0,0,0,0,0,264,15.84
5989652,2017,0,0,0,0,94050,5643,0,0
5989654,NA,0,0,0,0,0,0,627,37.62
5989656,2017,0,0,428.4,17.136,0,0,0,0
5989657,2017,0,0,0,0,32640,1958.4,0,0
5989658,2017,0,0,0,0,253562.4,15213.744,0,0
5989659,NA,0,0,0,0,0,0,18525,1111.5
5989661,2017,0,0,0,0,0,0,1957.2,117.432
5989662,2017,0,0,10130.4,405.216,0,0,0,0
5989664,2017,0,0,6512.22,260.4888,0,0,0,0
5989665,2017,11460,916.8,0,0,0,0,0,0
5989667,2017,0,0,0,0,0,0,184.8,11.088
5989669,2017,0,0,0,0,794976,47698.56,0,0
5989670,2017,46424,3713.92,0,0,0,0,0,0
5989671,2017,0,0,0,0,16776,1006.56,0,0
5989673,2017,0,0,0,0,0,0,4646.4,278.784
5989674,2017,0,0,0,0,313794,NA,0,0
5989676,2017,0,0,0,0,150552,9033.12,0,0
5989677,2017,9780,782.4,0,0,0,0,0,0
5989678,2017,1260,100.8,0,0,0,0,0,0
5989679,2017,0,0,0,0,446400,26784,0,0
5989680,2017,0,0,4257,170.28,0,0,0,0
5989681,2017,26544,2123.52,0,0,0,0,0,0
5989682,2017,0,0,0,0,0,0,3236,194.16
5989683,2017,18675,1494,0,0,0,0,0,0
5989684,2017,0,0,0,0,131040,7862.4,0,0
5989685,2017,0,0,0,0,0,0,9776,586.56
5989686,2017,0,0,0,0,256851,15411.06,0,0
5989687,2017,0,0,0,0,72792,4367.52,0,0
5989688,2017,37080,2966.4,0,0,0,0,NA,0
5989690,2017,0,0,1006.56,40.2624,0,0,0,0
5989691,2017,18850,1508,0,0,0,0,0,0
5989692,2017,5152,412.16,0,0,0,0,0,0
5989693,2017,0,0,0,0,4657.5,279.45,0,0
5989694,2017,0,0,0,0,957.6,NA,0,0
5989696,2017,0,0,77886.9,3115.476,NA,0,0,0
5989698,2017,NA,0,11755.8,470.232,0,0,0,0
5989700,2017,0,0,0,0,116688,7001.28,0,0
5989701,2017,0,0,16848,673.92,0,0,0,0
5989702,2017,0,0,0,0,NA,1111.968,0,0
5989703,2017,0,0,0,0,6723,403.38,0,0
5989705,2017,0,0,0,0,0,0,2054.8,123.288
5989706,2017,0,0,0,0,10080,604.8,0,0
5989708,2017,0,0,0,0,0,0,3500,210
5989709,2017,0,0,0,0,281806.8,16908.408,0,0
5989710,2017,0,0,0,0,0,0,12600,756
5989712,2017,0,0,0,0,0,0,7492.5,449.55
5989713,2017,0,0,10730.88,429.2352,0,0,0,0
5989714,2017,0,0,0,0,0,0,5571,334.26
5989715,2017,0,0,0,0,277401.6,16644.096,0,0
5989716,2017,410,32.8,0,0,0,0,0,0
5989717,2017,0,0,0,0,0,0,8649.6,518.976
5989718,2017,0,0,679.68,27.1872,0,0,0,0
5989719,2017,0,0,0,0,0,0,2748,164.88
5989720,2017,0,0,0,0,0,0,901.8,54.108
5989721,2017,0,0,0,0,0,0,945.6,56.736
5989723,2017,0,0,0,0,0,0,5544,332.64
5989725,2017,1776,142.08,0,0,0,0,0,0
5989726,2017,0,0,0,0,477000,28620,0,0
5989728,2017,0,0,33768,1350.72,0,0,0,0
5989729,2017,0,0,0,0,29554.5,1773.27,0,0
5989730,2017,0,0,0,0,43852.8,2631.168,0,0
5989731,2017,0,0,0,0,62916,3774.96,0,0
5989733,2017,2669,213.52,0,0,0,0,0,0
5989734,2017,0,0,6375,255,0,0,0,0
5989735,2017,0,0,0,0,0,0,2912.5,174.75
5989736,2017,0,0,0,0,12919.5,775.17,0,0
5989739,2017,0,0,1176,47.04,0,0,0,0
5989740,2017,0,0,0,0,0,0,891,53.46
5989741,2017,0,0,0,0,0,0,3192,191.52
5989742,2017,0,0,0,0,77385,4643.1,0,0
5989743,2017,0,0,82.88,3.3152,0,0,0,0
5989744,2017,0,0,506.88,20.2752,0,0,0,0
5989745,2017,0,0,0,0,0,0,1353.6,81.216
5989746,2017,14688,1175.04,0,0,0,NA,0,0
5989747,2017,2016,161.28,0,0,0,0,0,0
5989748,2017,0,0,8755.2,350.208,0,0,0,0
5989749,2017,0,0,12740,509.6,0,0,0,0
5989751,2017,0,0,0,0,35796,2147.76,0,0
5989752,2017,22740,1819.2,0,0,0,0,0,NA
5989753,2017,0,0,198528,7941.12,0,0,0,0
5989754,2017,0,0,21392,855.68,0,0,0,0
5989755,2017,0,0,12113.64,484.5456,0,0,0,0
5989758,2017,2440,195.2,0,0,0,0,0,0
5989759,2017,0,0,188659.2,7546.368,0,0,0,0
5989760,2017,0,0,0,0,126000,7560,0,0
5989761,2017,0,0,13770.24,550.8096,0,0,0,0
5989762,2017,0,0,0,0,0,0,494,29.64
5989763,2017,2944,235.52,0,0,NA,0,0,0
5989765,2017,37750,3020,0,0,0,0,0,0
5989767,2017,0,0,0,0,0,0,3616,216.96
5989768,2017,0,0,0,0,2127.6,127.656,0,0
5989769,2017,0,0,8150.4,326.016,0,0,0,0
5989771,2017,0,0,0,0,0,0,4340.7,260.442
5989772,2017,1335,106.8,0,0,0,0,0,0
5989774,2017,0,0,25192,1007.68,0,0,0,0
5989775,2017,0,0,0,0,474393.6,28463.616,0,0
5989776,2017,0,0,0,0,13910.4,834.624,0,0
5989777,2017,0,0,0,0,6603.3,396.198,0,0
5989778,2017,0,0,0,0,0,0,657,39.42
5989780,2017,0,0,0,0,28828.8,1729.728,0,0
5989781,2017,1080,86.4,0,0,0,0,0,0
5989782,2017,0,0,0,0,NA,3286.71,0,0
5989783,2017,0,0,2617.92,104.7168,0,0,0,0
5989785,2017,2712,216.96,0,0,0,0,0,0
5989789,2017,0,0,0,0,0,0,696,41.76
5989790,2017,0,0,13024,520.96,0,NA,0,0
5989791,2017,0,0,0,0,40704,2442.24,0,0
5989793,2017,0,0,0,0,0,0,4842,290.52
5989794,2017,0,0,0,0,0,0,1071,64.26
5989796,2017,0,0,20541.6,821.664,0,0,0,0
5989797,2017,0,0,0,0,0,0,348,20.88
5989799,2017,0,0,0,0,0,0,602,36.12
5989800,2017,0,0,0,0,0,0,3402,204.12
5989801,2017,8100,648,0,0,0,0,0,0
5989802,2017,9060,724.8,0,0,0,0,0,0
5989803,2017,19700,1576,0,0,0,0,0,0
5989806,2017,0,0,0,0,0,0,770,46.2
5989807,2017,0,0,35980.8,1439.232,0,0,0,0
5989808,2017,0,0,0,0,0,0,126,7.56
5989809,2017,0,0,623.7,24.948,0,0,0,0
5989811,2017,19360,1548.8,0,0,0,0,0,0
5989812,2017,0,0,30488.4,1219.536,0,0,0,0
5989813,2017,0,0,0,0,2284.8,137.088,0,0
5989814,2017,0,0,3476.16,139.0464,0,0,0,0
5989815,2017,0,0,0,0,0,0,5560,333.6
5989817,2017,0,0,0,0,0,0,1331.4,79.884
5989818,2017,7572,605.76,0,0,0,0,0,0
5989819,2017,0,0,0,0,0,0,795.6,47.736
5989820,2017,27384,2190.72,0,0,0,0,0,0
5989821,2017,0,0,12973.44,518.9376,0,0,0,0
5989822,2017,0,0,0,0,124740,7484.4,0,0
5989823,2017,0,0,0,0,0,0,1519.2,91.152
5989824,2017,0,0,0,0,0,0,1890,113.4
5989826,2017,9688,775.04,0,0,0,0,0,0
5989828,2017,0,0,0,0,0,0,2181.6,130.896
5989830,2017,0,0,0,0,97149,5828.94,0,0
5989831,2017,0,0,2770.56,110.8224,0,0,0,0
5989832,2017,0,0,0,0,0,0,4272,256.32
5989833,2017,0,0,1015.2,40.608,0,0,0,0
5989834,2017,0,0,19046.4,761.856,0,0,0,0
5989836,2017,12985,1038.8,0,0,0,0,0,0
5989838,2017,0,0,16182.54,647.3016,0,0,0,0
5989839,2017,0,0,1774.08,70.9632,0,0,0,0
5989840,2017,0,0,0,0,0,0,153.6,9.216
5989842,2017,35000,2800,0,0,0,0,0,0
5989845,2017,27990,2239.2,0,0,0,0,0,0
5989846,2017,26048,2083.84,0,0,0,0,0,0
5989847,2017,0,0,23974.08,NA,0,0,0,0
5989848,2017,28350,2268,0,0,0,0,0,0
5989849,2017,0,0,0,0,41723.1,2503.386,0,0
5989850,2017,0,0,0,0,417060,25023.6,0,0
5989851,2017,0,0,6102,244.08,0,0,0,0
5989852,2017,0,0,0,0,91249.2,5474.952,0,0
5989855,2017,23072,1845.76,0,0,0,0,0,0
5989857,2017,0,0,0,0,113202,6792.12,NA,0
5989858,2017,0,0,1121,44.84,0,0,0,0
5989859,2017,0,0,0,0,0,0,1832.4,109.944
5989860,2017,0,0,34769.6,1390.784,0,0,0,0
5989861,2017,0,0,8731.2,349.248,0,0,0,0
5989862,2017,0,0,0,0,0,0,19700,1182
5989864,2017,180,14.4,0,0,0,0,0,0
5989865,2017,0,0,0,0,0,0,1190,71.4
5989866,2017,11648,931.84,0,0,0,0,0,0
5989867,2017,5656,452.48,0,0,0,0,0,0
5989868,2017,0,0,0,0,0,0,2040,122.4
5989870,2017,0,0,0,0,0,0,1596,95.76
5989872,2017,0,0,0,0,0,0,22006.5,1320.39
5989873,2017,39270,3141.6,0,0,0,0,0,0
5989875,2017,3042,243.36,0,0,0,0,0,0
5989876,2017,0,0,0,0,0,0,2160,129.6
5989877,2017,40440,3235.2,0,0,0,0,0,0
5989878,2017,0,0,0,0,0,0,1128.6,67.716
5989880,NA,0,0,457.38,18.2952,0,0,0,0
5989881,2017,0,0,0,0,37699.2,2261.952,0,0
5989882,2017,0,0,0,0,256080,15364.8,0,0
5989883,2017,0,0,0,0,0,0,1622.4,97.344
5989885,2017,0,0,22615.2,904.608,0,0,0,0
5989886,2017,0,NA,0,0,0,0,1714,102.84
5989887,2017,0,0,4167.68,166.7072,0,0,0,0
5989888,2017,0,0,0,0,17028,1021.68,0,0
5989890,2017,0,0,67470,2698.8,0,0,0,0
5989891,2017,0,0,15426,617.04,0,0,0,0
5989892,2017,NA,0,0,0,99603,5976.18,0,0
5989895,2017,NA,0,0,0,0,0,103.2,6.192
5989896,2017,20376,1630.08,0,0,0,0,0,0
5989897,2017,0,0,0,0,0,0,3225,193.5
5989898,2017,0,0,0,0,76692,4601.52,0,0
5989899,2017,0,0,0,0,421200,25272,0,0
5989901,2017,0,0,0,0,0,0,9216,552.96
5989902,2017,0,0,0,0,0,0,718.4,43.104
5989903,2017,0,0,1411.32,56.4528,0,0,0,0
5989904,2017,0,0,0,0,30712.5,1842.75,0,0
5989906,2017,0,0,0,0,0,0,20208,1212.48
5989908,2017,2616,209.28,0,0,0,0,0,0
5989909,2017,0,0,0,0,0,0,972,58.32
5989910,2017,0,0,0,0,6696,401.76,0,0
5989911,2017,0,0,33672,1346.88,0,0,0,0
5989913,2017,0,0,0,0,0,0,902.4,54.144
5989915,2017,0,0,0,0,87539.4,5252.364,0,0
5989919,2017,6040,483.2,0,0,0,0,0,0
5989920,2017,0,0,35555.2,1422.208,0,0,0,0
5989921,2017,13840,1107.2,0,0,0,0,0,0
5989924,2017,0,0,45342,1813.68,0,0,0,0
5989926,2017,0,0,0,0,98280,5896.8,0,0
5989927,2017,0,0,0,0,NA,0,495,29.7
5989928,2017,0,0,1363.2,54.528,0,0,0,0
5989930,2017,0,0,18849.6,753.984,0,0,0,0
5989933,2017,19460,1556.8,0,0,0,0,0,0
5989934,2017,0,0,0,0,35316,2118.96,0,0
5989935,2017,11160,892.8,0,0,0,0,0,0
5989936,2017,0,0,0,0,0,0,2838,170.28
5989937,2017,0,0,0,0,0,0,97.2,5.832
5989938,2017,0,0,0,0,39916.8,2395.008,0,0
5989939,2017,0,0,0,0,164220,9853.2,0,0
5989940,2017,0,0,0,0,0,0,8432,505.92
5989941,2017,6111,488.88,0,0,0,0,0,0
5989943,2017,0,0,17193.6,687.744,0,0,0,0
5989944,2017,0,0,0,0,58996.8,3539.808,0,0
5989945,2017,36666,2933.28,0,0,0,0,0,0
5989946,2017,0,0,0,0,28320,1699.2,0,0
5989948,2017,0,0,0,0,0,0,2176.8,130.608
5989949,2017,0,0,0,0,7717.5,463.05,0,0
5989950,2017,0,0,NA,0,0,0,375,22.5
5989951,2017,0,0,0,0,10044,602.64,0,0
5989954,2017,19550,1564,0,0,0,0,0,0
5989955,2017,0,0,0,0,79200,4752,0,0
5989957,NA,0,0,0,0,62791.2,3767.472,0,0
5989958,2017,0,0,4468.8,178.752,0,0,0,0
5989959,2017,0,0,29913.6,1196.544,0,0,0,0
5989960,2017,0,0,0,0,182448,10946.88,0,0
5989961,2017,0,0,0,0,0,0,100.8,6.048
5989963,2017,0,0,8163.12,326.5248,0,0,0,0
5989966,2017,0,0,0,0,0,0,5821.2,349.272
5989967,2017,0,0,NA,0,0,0,3103.2,186.192
5989969,2017,0,0,0,0,0,0,3844,230.64
5989970,2017,7440,595.2,NA,0,0,0,0,0
5989971,2017,0,0,49190.4,1967.616,0,0,0,0
5989972,2017,7245,579.6,0,0,0,0,0,0
5989973,2017,5680,454.4,0,0,0,0,0,0
5989974,2017,0,0,0,0,0,0,1638,98.28
5989975,2017,0,0,0,0,0,0,5834.4,350.064
5989977,2017,57590,4607.2,0,0,0,0,0,0
5989978,2017,0,0,0,0,9486,569.16,0,0
5989979,2017,0,0,1921.68,76.8672,0,0,0,0
5989980,2017,33960,2716.8,0,0,0,0,0,NA
5989981,2017,0,0,4258.8,170.352,0,0,0,0
5989982,2017,0,0,0,0,58014,3480.84,0,0
5989983,2017,0,0,26611.2,1064.448,0,0,0,0
5989984,2017,22104,1768.32,0,0,0,0,0,0
5989985,NA,3549,283.92,0,0,0,0,0,0
5989986,2017,0,0,0,0,0,0,25585,1535.1
5989987,2017,0,0,0,0,0,0,8415,504.9
5989988,2017,0,0,0,0,0,0,320,19.2
5989989,2017,0,0,0,0,0,0,9956.8,597.408
5989990,2017,0,0,0,0,53049.6,3182.976,0,0
5989991,2017,0,0,0,0,70590,4235.4,0,0
5989992,2017,0,0,0,0,46381.5,2782.89,0,0
5989993,2017,0,0,0,0,0,0,4680,280.8
5989994,2017,0,0,0,0,173145,10388.7,0,0
5989995,2017,0,0,0,0,0,0,863.8,51.828
5989996,2017,0,0,0,0,49420.8,2965.248,0,0
5989997,2017,22600,1808,0,0,0,0,0,0
5989998,2017,10850,868,0,0,0,0,0,0
5989999,2017,0,0,0,0,14962.5,897.75,0,0
5990000,2017,8412,672.96,0,0,0,0,0,0
5990002,2017,5080,406.4,0,0,0,0,0,0
5990003,2017,0,0,12909.12,516.3648,0,0,0,0
5990004,2017,0,0,0,0,203400,12204,0,0
5990005,2017,0,0,26803.4,1072.136,0,0,0,0
5990008,2017,0,0,0,0,324652.5,19479.15,0,0
5990009,2017,0,0,75600,3024,0,0,0,0
5990010,2017,4704,376.32,0,0,0,0,0,0
5990011,2017,1179,94.32,0,0,0,0,0,0
5990012,2017,0,0,0,0,0,0,598,35.88
5990013,2017,0,0,35532,1421.28,0,0,0,0
5990014,2017,0,0,33736.5,1349.46,0,0,0,0
5990015,2017,26640,2131.2,0,0,0,0,0,0
5990016,2017,0,0,0,0,0,0,541.2,32.472
5990017,2017,0,0,0,0,0,0,10478,628.68
5990018,2017,0,0,0,0,0,0,770.4,46.224
5990020,2017,0,0,0,0,0,0,422.4,25.344
5990021,2017,24750,1980,0,0,0,0,0,0
5990022,2017,0,0,0,0,254367.6,15262.056,0,0
5990023,2017,0,0,0,0,0,0,2732.4,163.944
5990024,2017,0,0,0,0,0,0,15259.2,915.552
5990025,2017,0,0,0,0,68796,4127.76,0,0
5990026,2017,27330,2186.4,0,0,0,0,0,0
5990027,2017,0,0,0,0,142896,8573.76,0,0
5990028,2017,0,0,2400,96,0,0,NA,0
5990029,2017,0,0,501.84,20.0736,0,0,0,0
5990030,2017,0,0,16545.6,661.824,0,0,0,0
5990031,2017,21957,1756.56,0,0,0,0,0,0
5990034,2017,0,0,0,0,0,0,11508,690.48
5990035,2017,0,0,0,0,0,0,3024,181.44
5990036,2017,0,0,22377.6,895.104,0,0,0,0
5990037,2017,3340,267.2,0,0,0,0,0,0
5990038,2017,5474,437.92,0,0,0,0,0,0
5990040,2017,0,0,0,0,49089.6,2945.376,0,0
5990041,2017,0,0,0,0,201204,12072.24,0,0
5990042,2017,0,0,0,0,0,0,755.2,45.312
5990043,2017,0,0,0,0,33321.6,1999.296,0,0
5990044,2017,0,0,1123.2,44.928,0,0,0,0
5990045,2017,0,0,6501.6,260.064,0,0,0,0
5990046,2017,0,0,0,0,2878.2,NA,0,0
5990048,2017,0,0,0,0,0,0,6264,375.84
5990049,2017,0,0,5026.56,201.0624,0,0,NA,0
5990050,2017,0,0,22510.8,900.432,0,0,0,0
5990053,2017,0,0,0,0,14457.6,867.456,0,0
5990054,2017,0,0,14720.64,588.8256,0,0,0,0
5990056,2017,0,0,0,0,44299.2,2657.952,0,0
5990057,2017,0,0,0,0,0,0,701.4,42.084
5990059,2017,0,0,0,0,661572,39694.32,0,0
5990060,2017,0,0,0,0,0,0,644.8,38.688
5990061,2017,0,0,0,0,0,0,1812,108.72
5990062,2017,0,0,59976,2399.04,0,0,0,0
5990063,2017,0,0,0,0,3013.2,180.792,0,0
5990064,2017,0,0,14774.4,590.976,0,0,0,0
5990065,2017,0,0,10550.2,422.008,0,0,0,0
5990067,2017,28440,2275.2,0,0,0,0,0,0
5990068,2017,0,0,1298.88,51.9552,0,0,0,0
5990069,2017,0,0,0,0,45624.6,NA,0,0
5990071,2017,0,0,0,0,392353.5,23541.21,0,0
5990072,2017,0,0,0,0,0,0,1804,108.24
5990073,2017,0,0,0,0,17010,1020.6,0,0
5990074,2017,29300,2344,0,0,0,0,0,0
5990076,2017,0,0,0,0,137052,8223.12,0,0
5990077,2017,26910,2152.8,0,0,0,0,0,0
5990079,2017,0,0,26535.2,1061.408,0,0,0,0
5990080,2017,8480,678.4,0,0,0,0,0,0
5990082,2017,0,0,2838.24,113.5296,0,0,0,0
5990083,2017,0,0,0,0,331767.9,19906.074,0,0
5990084,2017,0,0,0,0,0,0,464.8,27.888
5990085,2017,0,0,0,0,204739.5,12284.37,0,0
5990086,2017,0,0,2351.36,94.0544,0,0,0,0
5990087,2017,3400,272,0,0,0,0,0,0
5990088,2017,0,0,0,0,26413.2,1584.792,0,0
5990089,2017,0,0,0,0,202702.5,12162.15,0,0
5990090,2017,0,0,9187.2,367.488,0,0,0,0
5990091,2017,0,0,0,0,0,0,4816.8,289.008
5990092,NA,0,0,0,0,0,0,1904,114.24
5990093,2017,0,0,0,0,227156.4,13629.384,0,0
5990094,2017,0,0,0,0,0,0,1327.5,79.65
5990096,2017,8280,662.4,0,0,NA,0,0,0
5990097,2017,0,0,0,0,17034,1022.04,0,0
5990098,2017,17061,1364.88,0,0,0,0,0,0
5990099,2017,3312,264.96,0,0,0,0,0,0
5990100,2017,0,0,394.24,15.7696,0,0,0,0
5990101,NA,0,0,0,0,109440,6566.4,0,0
5990102,2017,0,0,0,0,243540,14612.4,0,0
5990103,2017,17160,1372.8,0,0,0,0,0,0
5990105,2017,0,0,0,0,9157.5,549.45,0,0
5990106,2017,0,0,0,0,52416,3144.96,0,0
